Latitude,Longitude,Building_Height,Distance_to_North_Building,Distance_to_South_Building,Distance_to_East_Building,Distance_to_West_Building,Height_North_Building,Height_South_Building,Height_East_Building,Height_West_Building,Azimuth_Angle,Elevation_Angle,North_Side_Shadow_Ratio,South_Side_Shadow_Ratio,East_Side_Shadow_Ratio,West_Side_Shadow_Ratio
23.0374540118847 ,72.569816171402  ,              5 ,          6.15265428108974 ,          4.09364546988725 ,         8.62015137685043 ,         7.38162395367118 ,     7.79518213945041 ,     4.53081781637141 ,    3.19329862259204 ,   10.724150831486   ,185.566784581351 ,48.5661233622493 ,      0.371911729356274 ,      0.543197526970156 ,     0.559579572203833 ,     0.436181312166465
23.095071430641  ,72.5536096366344 ,             10 ,          5.83345502103785 ,          3.975830392576   ,         8.11622235723774 ,         8.37345117753098 ,    17.491317098675   ,    18.3561191656089  ,    4.98976623600754 ,   13.3581632222606  ,188.824293882414 ,49.2767454149952 ,      0.681584187411758 ,      0.683259397579992 ,     0.508224713129183 ,     0.484061395625013
23.0731993941811 ,72.5309527616286 ,             20 ,          2.20513652645149 ,          9.25003664416829 ,         6.58823161164459 ,         4.00374319033999 ,    20.0059574878798  ,    23.4455765894816  ,   13.6985203754563  ,   19.3471457666322  ,187.237606622365 ,49.4982920548637 ,      0.798342739942162 ,      0.656096557874096 ,     0.372910715575718 ,     0.712728435921308
23.0598658484197 ,72.5813795019707 ,             15 ,          4.72998262100925 ,          3.99636959879605 ,         9.64837714889547 ,         6.99899279685599 ,    18.5780168446042  ,    22.9505724475373  ,    7.2717463475735  ,   17.5297127994151  ,181.285670034669 ,45.5482579650331 ,      0.218015603197636 ,      0.292339942816264 ,     0.203878614673826 ,     0.404002631635935
23.0156018640442 ,72.5684731172554 ,             15 ,          5.04156495028686 ,          4.17559780902905 ,         3.60379612422722 ,         6.57396786514999 ,    12.8393548054893  ,    13.9432100906133  ,   11.8305215084273  ,   20.9043317306077  ,178.205856058879 ,43.4102017225603 ,      0.738419519474559 ,      0.289549681844884 ,     0.497743533140488 ,     0.721789810887303
23.0155994520336 ,72.5162616939345 ,             15 ,          5.1905822471752  ,          8.07518609934371 ,         2.87411368247697 ,         8.66264301430617 ,    10.2721087961376  ,    13.739097221674   ,   24.2924571123404  ,   24.3807525260511  ,176.659132287428 ,49.61864874348   ,      0.573578320159195 ,      0.360904620646948 ,     0.371375593137346 ,     0.252880658586015
23.0058083612168 ,72.5910927184494 ,             15 ,          6.64137895381866 ,          5.59791873960432 ,         8.83169573564338 ,         9.24869648385008 ,    24.0928032143246  ,    20.6907303736979  ,   15.1844507665416  ,   14.3457471636424  ,172.49913132168  ,45.4740640600123 ,      0.784029571498893 ,      0.416644835804622 ,     0.640764980426321 ,     0.666079062325178
23.0866176145775 ,72.5822537242923 ,             20 ,          6.26882037381503 ,          8.21368445564145 ,         5.51319853306999 ,         2.09725417181909 ,    22.0716249424613  ,    11.8659571095349  ,   22.5511204774129  ,   21.4730640597751  ,172.131024944322 ,40.6425272295461 ,      0.479005710515857 ,      0.44507334884509  ,     0.21436775916229  ,     0.708528579832842
23.0601115011743 ,72.5949799913292 ,              5 ,          6.86324074234756 ,          2.52292926051508 ,         8.77575083365649 ,         7.39215935247034 ,    14.2074160629926  ,     9.25048843961863 ,    7.27663774227634 ,    8.33766594070538 ,183.767152498273 ,46.4277655005987 ,      0.708432758342824 ,      0.607818330100007 ,     0.550896686783475 ,     0.309090591702403
23.0708072577796 ,72.5725719508388 ,             10 ,          8.11906609233703 ,          5.90056954938707 ,         9.14472164156332 ,         2.41468639295783 ,     6.45802103737136 ,    17.2185320057308  ,    8.49929194793348 ,   14.3643065567179  ,175.195888323423 ,45.8768475039501 ,      0.237436441158966 ,      0.234008259299501 ,     0.764884542503639 ,     0.45820791942332
23.0020584494296 ,72.5613415195936 ,              5 ,          8.50388590972875 ,          2.26890880146626 ,         2.49966074895257 ,         6.39086932061885 ,     4.76272996695519 ,    12.9623107568349  ,    3.2777612629801  ,   10.5590460487351  ,175.093233728649 ,48.9579287289471 ,      0.401167430046977 ,      0.22080362253564  ,     0.3046455602669   ,     0.299299864798193
23.0969909852162 ,72.5418243036291 ,             35 ,          7.74498460981196 ,          2.50122562764284 ,         9.06771810388849 ,         4.30106183234943 ,    42.1164581424781  ,    44.1226571268474  ,   35.0066731135205  ,   25.3566758038725  ,189.963901089556 ,46.5318718915781 ,      0.240209922650726 ,      0.435146337766346 ,     0.482989694450357 ,     0.623962477396531
23.08324426408   ,72.5932728483354 ,             25 ,          9.64418956763948 ,          9.25149962675529 ,         5.58655244295538 ,         4.45421279617713 ,    28.618344252345   ,    28.9654518706109  ,   24.6721801350333  ,   25.8232311820132  ,173.758519157476 ,43.4905242446155 ,      0.785205880087442 ,      0.618298215282788 ,     0.254853195090283 ,     0.521208660836994
23.0212339110678 ,72.58660638895   ,              5 ,          2.14586066141089 ,          3.11396296894076 ,         6.08345991203386 ,         4.82366802761885 ,     5.2389419910437  ,     5.49324755327674 ,    4.89396871417348 ,    4.06184274838817 ,172.961195189777 ,49.6622572570582 ,      0.690184344363102 ,      0.31606120577389  ,     0.575409147356812 ,     0.581194008024993
23.0181824967207 ,72.5045218670106 ,             15 ,          3.56622388546837 ,          6.25936545820174 ,         7.01274008874568 ,         6.97033959239688 ,    10.3871940132708  ,     5.40560629789162 ,   20.2864800041341  ,    5.52767236011077 ,171.973704555198 ,48.0161948598203 ,      0.711528452747583 ,      0.584902688753751 ,     0.530319008357735 ,     0.317892180173727
23.0183404509853 ,72.5026366974497 ,             25 ,          2.06050299982514 ,          5.28876482080565 ,         9.4110608538407  ,         4.67239972535015 ,    31.0132788305062  ,    24.588315972542   ,   24.8534866062201  ,   30.823943241694   ,181.596106903336 ,46.3041761838135 ,      0.762779138860337 ,      0.35589688276418  ,     0.444419314527699 ,     0.327047517231452
23.030424224296  ,72.5376463366878 ,              5 ,          7.17979771323682 ,          4.77874661007074 ,         2.15292875543811 ,         7.86159240472224 ,     8.44642343995123 ,     9.16444638747067 ,    7.06792764193888 ,    6.10379834591161 ,182.557276520042 ,42.9292520340312 ,      0.251062091671871 ,      0.73165166528811  ,     0.512826212884245 ,     0.224898395305944
23.0524756431632 ,72.5810553330782 ,             10 ,          9.1842443915999  ,          9.19866676549818 ,         5.81474774654254 ,         5.23621908459096 ,    14.3991886106035  ,     7.08446393648184 ,    5.49745145338976 ,    8.79113631388409 ,177.304558525138 ,43.735402963143  ,      0.431358555508    ,      0.73741396655997  ,     0.737944795081406 ,     0.393240521117438
23.0431945018642 ,72.5987276129315 ,             25 ,          3.94785837261039 ,          2.17458717420392 ,         7.50177633944449 ,         2.54682560247967 ,    21.3670404427202  ,    17.4939489424721  ,   26.0432165394203  ,   16.2816917520813  ,180.708266710229 ,46.6996992409666 ,      0.242620933426401 ,      0.378372322568796 ,     0.31777658138664  ,     0.535846796800205
23.0291229140198 ,72.5150416891104 ,              5 ,          9.41627635837045 ,          7.31031748940471 ,         7.78165566158583 ,         8.27007873987286 ,     7.57475943329852 ,    10.0344979942861  ,   12.0338043130657  ,    5.15400312593221 ,185.767990618898 ,40.7198081846332 ,      0.326475860930017 ,      0.337996252377944 ,     0.213538707023208 ,     0.714760948398397
23.0611852894722 ,72.5594130715352 ,             15 ,          2.48213912231649 ,          9.7071554737084  ,         7.54025945229686 ,         4.28606659674165 ,    24.8142511724621  ,    20.2851134804828  ,   10.6399870536994  ,   20.3120963651558  ,186.362083366435 ,42.5668059165026 ,      0.337619466222603 ,      0.446782383239739 ,     0.716998930819461 ,     0.600156468475209
23.0139493860652 ,72.5380890856631 ,              5 ,          9.47548821444411 ,          6.48134546769474 ,         3.07548103526498 ,         5.4621350367941  ,     5.97140504609662 ,    14.9178492430819  ,    5.62553221892067 ,    8.92236996279145 ,189.158241514313 ,47.139009333966  ,      0.481464326628547 ,      0.344318951108089 ,     0.546270249432744 ,     0.461237794039851
23.0292144648535 ,72.5969914397815 ,             25 ,          4.81298149791708 ,          9.49457969626474 ,         4.39516470697345 ,         7.48355106577521 ,    25.1291275407303  ,    30.1660523442104  ,   25.4386992812915  ,   32.613369251003   ,186.485359718458 ,44.8001850984462 ,      0.361137300472186 ,      0.603430305975022 ,     0.734395073277106 ,     0.771872068636483
23.0366361843294 ,72.5842118923136 ,             30 ,          2.81136662759373 ,          2.41806303428819 ,         4.86972420333611 ,         4.6596492571897  ,    36.8880468638106  ,    35.8726482851116  ,   23.1068660502003  ,   27.9448426293367  ,181.296828734349 ,44.0239356481443 ,      0.260586864090657 ,      0.695638810728971 ,     0.558167134047904 ,     0.631547120345499
23.0456069984217 ,72.5838328704711 ,             25 ,          5.88697407349061 ,          5.35034655259329 ,         8.43549766143604 ,         2.45268524917373 ,    19.7844642733172  ,    27.329217564576   ,   28.3322677318857  ,   20.3740147150854  ,173.593139316737 ,41.5145762240041 ,      0.300494653456465 ,      0.60385527854673  ,     0.686096653975822 ,     0.75809912171753
23.0785175961393 ,72.5468693159795 ,             10 ,          4.05421254176406 ,          4.08126232769641 ,         4.23007897931642 ,         4.99136837610251 ,    10.0586338636336  ,    19.7606852024903  ,   13.2908416750519  ,    8.90919684579707 ,171.995271154057 ,44.4184903447773 ,      0.288365338131255 ,      0.69461026834961  ,     0.457804018013089 ,     0.5165527839633
23.0199673782158 ,72.5414819502338 ,             20 ,          4.27898321569538 ,          7.84656771984584 ,         3.68563971093763 ,         9.55558866155443 ,    22.3018257473998  ,    22.7991277022914  ,   11.7416409918286  ,   24.2554358703381  ,171.090237798217 ,47.7069197076023 ,      0.783846078747379 ,      0.438195297324485 ,     0.649915958772961 ,     0.355342564875884
23.0514234438414 ,72.5273407071931 ,             20 ,          4.45831971941029 ,          9.85037672397797 ,         9.65958415230477 ,         7.13387517838847 ,    19.6237630295021  ,    27.2050657279941  ,   10.7304075876275  ,   21.1001134466897  ,183.330516635708 ,42.6401284607189 ,      0.655575504151084 ,      0.293790182425317 ,     0.747824880133914 ,     0.231696011818833
23.0592414568862 ,72.5056375496651 ,              5 ,          8.42420718266131 ,          4.05224049955398 ,         2.07090628090775 ,         7.37183318933766 ,     8.51402719884381 ,    14.3494157548915  ,   10.443463831063   ,   13.8502944906291  ,186.15072510796  ,40.0539854218368 ,      0.780656879161737 ,      0.642770568438555 ,     0.543273778233324 ,     0.63565091089031
23.004645041272  ,72.5864722376255 ,             20 ,          6.31329021340204 ,          7.2333968117926  ,         9.98256684545583 ,         7.05825722910112 ,    17.2501946264425  ,    28.5971700100112  ,   15.8858754797748  ,   22.0433753877777  ,180.173679013682 ,46.6850490115098 ,      0.463844291904745 ,      0.416284703084932 ,     0.308471090337428 ,     0.272781798803321
23.0607544851901 ,72.581290100913  ,              5 ,          4.49046159324803 ,          3.58478106207792 ,         7.41457039085917 ,         3.59193711167549 ,    10.0397559332991  ,     7.57698412540028 ,    4.03734903808078 ,    8.91621850177804 ,171.094283496673 ,49.7262660443255 ,      0.367021088997594 ,      0.60276249513748  ,     0.361278569018119 ,     0.38166507696318
23.0170524123687 ,72.5999717673286 ,             10 ,          6.88267026648735 ,          6.52264203657288 ,         8.62775439559294 ,         5.34667091281824 ,    13.6143358647014  ,     4.3372549913424  ,   15.9102879842603  ,   16.3577963060745  ,180.709411491827 ,46.0682656358858 ,      0.678975918325512 ,      0.362386365189059 ,     0.319186746138444 ,     0.519482544730339
23.0065051592985 ,72.5996636837074 ,              5 ,          7.72920539378555 ,          5.71145989350669 ,         4.35695517076955 ,         8.00751838690655 ,    10.8394744908164  ,     5.06248443047096 ,    6.76852803621173 ,   14.3704062088013  ,188.714985230491 ,41.1992185892713 ,      0.395752350824688 ,      0.248737780884004 ,     0.34811421655744  ,     0.538649952667849
23.0948885537253 ,72.5555431705603 ,              5 ,          4.18099200586827 ,          9.7760426370523  ,         2.11452222133648 ,         2.81098318042527 ,     3.84441729487235 ,     3.71067966475929 ,    8.51519459565868 ,    7.27015093493965 ,181.952263818649 ,43.2073309234467 ,      0.379630024223209 ,      0.795549077292658 ,     0.383849269610622 ,     0.560349918192282
23.0965632033075 ,72.5768987415181 ,              5 ,          5.30839281220281 ,          6.86821818157173 ,         7.90295614849224 ,         4.2228222087177  ,    10.5724101085446  ,     4.26476321794968 ,    5.84175512944523 ,    5.99851452198573 ,186.188549769256 ,48.6764161472022 ,      0.339503595324699 ,      0.29372090475836  ,     0.533080272051913 ,     0.29975319820982
23.0808397348116 ,72.5944765729882 ,             15 ,          2.97508874669558 ,          4.79605097669455 ,         8.67315677600541 ,         4.21055286772683 ,    24.0647435756247  ,     8.69302491787395 ,   17.5463415671593  ,   17.3243479258828  ,186.003052967835 ,42.3256807425683 ,      0.277807386934541 ,      0.793052596378089 ,     0.5527949776783   ,     0.427842442892989
23.0304613769173 ,72.5849647390677 ,              5 ,          3.44919479627744 ,          2.91276627910347 ,         7.92380905562815 ,         5.45615142075605 ,     9.49183482633701 ,     7.09313179904882 ,    6.61786098425231 ,    8.98647385384657 ,188.642581995613 ,46.0769590349761 ,      0.35387783661006  ,      0.786367959539869 ,     0.455899848345117 ,     0.57031653627018
