height,latitude,longitude
6,23.054358981898019,72.528137352743315
4,23.054204257195575,72.520751150482297
17,23.054258724576311,72.517885925010148
4,23.054374055128235,72.529678913847420
6,23.054330204670041,72.527828914914451
6,23.054330999331921,72.526418996202509
8,23.054353083819962,72.528608794481002
7,23.054060572288705,72.506786432394563
10,23.054171957186050,72.512080459360831
10,23.054186738791770,72.512253315618906
5,23.054297530336065,72.525609802942370
6,23.054344708321079,72.529091581137479
5,23.054244411524142,72.523567702131061
5,23.054108069521984,72.515870842725462
6,23.054242336742639,72.523968802821855
14,23.054063246798144,72.515642741565458
16,23.054126506034230,72.518220445543335
8,23.054289262118072,72.528279670338407
5,23.054132668370102,72.516336440798810
7,23.054268201438639,72.526165921461867
6,23.054263138043154,72.527221430347595
18,23.054371500892174,72.534241270452640
5,23.053927278396909,72.506599958439764
5,23.054049724016405,72.513625272527548
8,23.054294508375719,72.528767528409745
15,23.054361340303799,72.532778787357799
4,23.053930342542159,72.507082099290713
6,23.054260709329803,72.527597798175762
3,23.053938071084552,72.509495945747346
10,23.054183871911611,72.521339370602945
4,23.054039565100968,72.509723727718537
5,23.054032052500613,72.513881487470996
6,23.054260193797187,72.529271403855958
4,23.054285358127768,72.530963404841245
6,23.054023188924081,72.514956799207212
3,23.054285134819217,72.531224641793798
6,23.053886246492873,72.506451091195601
6,23.054172987016244,72.524133301896526
5,23.054233742188551,72.525210758961578
17,23.054290616558596,72.531758621616817
6,23.054283431988797,72.532059928711249
8,23.054308169500661,72.532984064178649
6,23.054101081430833,72.511452540731867
4,23.053928955920348,72.509312780952101
7,23.054216890561637,72.528040162057763
3,23.054276515109052,72.531451835800794
8,23.054304982338486,72.533384973911183
4,23.054231737298380,72.530011286613330
5,23.054124192658318,72.525086100898633
8,23.054202863595947,72.528522589905194
4,23.054266463283668,72.532435254546755
7,23.054089886874934,72.520915037241721
6,23.054184991104702,72.526339637795004
7,23.053837334882243,72.506261447357758
4,23.054227111481115,72.530302758199724
4,23.053945277998700,72.514537941222287
4,23.054226495287985,72.530149895902156
16,23.054212559385121,72.530451245154183
3,23.054215777038262,72.530584767575505
6,23.053847726911787,72.506836235605931
4,23.053933545382019,72.514357024710023
8,23.054058171118115,72.521233895223133
5,23.054175993096884,72.522415848305357
16,23.054100787103785,72.524307998636786
5,23.054140963636652,72.527091267075406
4,23.054056528568008,72.525028243351841
4,23.054181170496673,72.529748426197102
10,23.054231382974724,72.534329494485220
3,23.054103801164818,72.522713788960203
5,23.054095707289143,72.525856639752917
4,23.053912249744897,72.513564907951434
7,23.053756789884282,72.505954933360385
5,23.053787321741080,72.507305441516650
6,23.053929963165881,72.515675270300690
7,23.054138663543192,72.528688998284963
16,23.054151552322399,72.531825182065603
6,23.053761118128239,72.506096459904285
9,23.053873449008375,72.512272081165293
7,23.054075442820047,72.523877845504785
6,23.054108844497964,72.527517691286647
8,23.054127364591679,72.528223539173567
6,23.053869661186923,72.512098090635718
4,23.054072560836634,72.527219771347760
7,23.054123133553439,72.529001054617069
3,23.053808844126880,72.509805413290806
6,23.053892057152463,72.513790975519697
4,23.053895778494244,72.514015807104272
6,23.053975468758424,72.521364111625303
6,23.053961318123985,72.520817343978294
15,23.054120864346960,72.531443134539401
5,23.053960894461333,72.520988188339189
5,23.053857381124558,72.514967532160981
4,23.054115046000817,72.531244989606591
13,23.053780917628814,72.511829037652021
7,23.054057904053796,72.526052005561198
17,23.054114507627489,72.532439239147152
4,23.054110720579157,72.530863523816208
16,23.054113498234099,72.531701679956612
7,23.053705734379669,72.506255193456596
4,23.054008938225639,72.523009032377558
6,23.054115311978073,72.532039018936885
8,23.054142802209945,72.532902062360336
8,23.054003066368342,72.524043451312963
4,23.054090483692416,72.531005698240236
3,23.053811883784597,72.514347125195641
4,23.053870658859299,72.516176794186663
6,23.054041558999199,72.527652117809154
9,23.054141696867138,72.533383316522588
5,23.053748656575891,72.506573367751571
7,23.053912929704278,72.512887897979411
6,23.053988147783762,72.525216201715196
8,23.054049537692546,72.528415689331354
3,23.053798517920161,72.514547885655077
4,23.053801796763253,72.516023976355555
7,23.054037766561859,72.529151460440687
5,23.053680329702463,72.507342737185823
4,23.053822682062336,72.514804206172229
9,23.053873003901113,72.520282314628574
3,23.053902695300852,72.522635693813271
7,23.053999554345943,72.528122412261652
16,23.054036863743018,72.530088250380885
4,23.053635788035947,72.506835347731410
7,23.054102872650446,72.534184773665501
3,23.054032741533483,72.530291045532778
4,23.054033542949664,72.530445894882490
5,23.053907463216920,72.522186092624679
16,23.054025827105406,72.530580589132313
5,23.053850619340615,72.521476437653533
4,23.053903490917083,72.521223039979930
4,23.053866669187990,72.522370853935456
6,23.053982525381436,72.528589337856431
5,23.053712506637101,72.509588715788908
5,23.053764023376431,72.513479003150906
5,23.053960685609734,72.527431965026025
14,23.053719842665188,72.515668655742147
5,23.053598318929460,72.506135887168966
16,23.053892660749892,72.517876673768669
5,23.054086726389553,72.529504366060081
5,23.053582964522864,72.506684181648268
4,23.053873024958140,72.522800348116476
6,23.053965846895299,72.528924935660115
4,23.053964665550989,72.529773876914106
6,23.053874184365899,72.523266817626265
7,23.053929772470177,72.527878842609681
8,23.053573384667970,72.505986596671207
6,23.053806627027694,72.520921072055344
7,23.053901007314245,72.525973193920819
6,23.053948845447358,72.529302322388759
4,23.053774346600232,72.520690154256187
6,23.053637355140783,72.507073075845099
5,23.053684784681316,72.514971390637186
5,23.053527964128275,72.506504570112540
4,23.053887175609667,72.525437869163653
6,23.053891093333014,72.527570927337024
5,23.053581814283120,72.508417526034350
4,23.053883358900563,72.526996974441559
16,23.054026242604976,72.534792094163109
15,23.053755371599312,72.520537847272493
3,23.053773985032677,72.522668392180478
7,23.053858070848325,72.528026790094458
5,23.053514420539841,72.506872365155942
3,23.053797782195055,72.522981493125897
5,23.053805137482939,72.523412742539804
8,23.053874693113595,72.528310844660794
7,23.053889091323349,72.529068356565418
5,23.053490623816042,72.506335323636947
10,23.053856970665201,72.511770987374163
13,23.053532337869999,72.509575085893388
7,23.053844509566812,72.528501079820430
5,23.053614265297774,72.514355304463450
5,23.053616396165133,72.514539969907801
14,23.053640797577518,72.515691654662689
6,23.053819587326085,72.526138818820158
5,23.053618088693977,72.513390700528717
6,23.053805474096304,72.525628953925533
15,23.053698050474747,72.520017052717606
4,23.053612799756156,72.514819805257957
4,23.053704345252175,72.521280850371113
3,23.053687848238742,72.521424706058042
6,23.053798055162108,72.527792341367586
4,23.053525011573250,72.509421048333465
3,23.053521708238137,72.509781758076855
3,23.053717373414923,72.521594816106798
4,23.053597150374664,72.515554755550838
15,23.053904972985368,72.524653568430367
4,23.053439444462683,72.506692740285899
4,23.053789372867271,72.527172822021740
6,23.053660730743616,72.513684413592557
17,23.053818003043016,72.531340494963430
6,23.053763355723525,72.525083541672061
8,23.053829244832691,72.532680408476153
8,23.053818295761332,72.532956136792549
5,23.053410615952984,72.506520689660221
4,23.053533172137222,72.514969201405833
14,23.053541768965712,72.515236923254633
5,23.053704039098378,72.523647589153697
5,23.053798632588720,72.530897768174341
7,23.053774620657897,72.528807775037833
5,23.053785029326111,72.529196854616302
5,23.053638890293264,72.513963716725115
4,23.053554758203870,72.515425117554045
15,23.053776997639719,72.524851008603349
13,23.053471700336932,72.510173218435057
5,23.053645202261567,72.522694704831395
4,23.053747733335580,72.527332493425902
7,23.053723272394720,72.527951304423610
3,23.053770406845938,72.529822369293058
5,23.053374896327451,72.506350696047718
5,23.053727695705685,72.526889099726915
4,23.053808515733820,72.529601368802162
15,23.053792432624448,72.531102763531990
13,23.053586183259942,72.511514080683185
4,23.053682855534905,72.522315766379435
6,23.053701308055373,72.523222147934277
13,23.053398931983715,72.509312286725262
9,23.053578718179711,72.512292400310585
5,23.053483134820855,72.514375711486011
17,23.053610728994730,72.522427537385909
5,23.053748303500843,72.530130956827819
9,23.053555420683516,72.512107960888798
16,23.053759432726540,72.530291730082837
4,23.053753256938101,72.530450944416955
4,23.053748663277581,72.530584887430365
16,23.053775497317218,72.531909041716986
15,23.053582211838691,72.520717053160212
8,23.053716418800093,72.528434712503554
16,23.053779999355541,72.532045357865556
9,23.053798014883217,72.532383214663056
7,23.053706592480204,72.528227109840586
7,23.053719713905991,72.528977500834003
5,23.053781554741803,72.534080484533305
6,23.053349655552694,72.506106423534916
6,23.053413196545879,72.507433900440205
33,23.053600929475294,72.519550666481351
18,23.053569798438325,72.520196047404994
4,23.053752449522076,72.534214045087964
5,23.053462313866014,72.514561788773250
13,23.053311416163972,72.508488078203072
14,23.053606241669737,72.524781165071033
7,23.053653902087174,72.526034521446391
6,23.053760253514181,72.534539405992874
4,23.053445759862132,72.515672603889428
5,23.053572582574834,72.522842692391393
26,23.053754521721057,72.533124872531147
6,23.053649173068312,72.525279641345321
6,23.053442301841947,72.513870731667353
7,23.053595997364880,72.524982708252409
5,23.053390048833705,72.513016474257668
15,23.053521159289382,72.520868547184023
6,23.053638255200557,72.528736784432070
6,23.053560005448027,72.523557576383254
16,23.053526395752566,72.521008103362661
5,23.053525587486806,72.522714964719881
7,23.053599331318789,72.528349590696990
14,23.053288130903390,72.510096756589874
3,23.053356273412337,72.513171437650385
13,23.053280296807152,72.509325255375842
14,23.053556874272115,72.524023914458212
5,23.053580300762778,72.527222018891266
5,23.053575855265304,72.525440953533916
4,23.053491028877751,72.522357142006925
5,23.053571094770284,72.525792894081107
3,23.053302599196009,72.509481858443422
7,23.053626923627565,72.529504653069964
16,23.053460164956100,72.521439404036798
5,23.053368830449585,72.515329317675636
5,23.053371636456905,72.515524356154515
3,23.053468321350181,72.521838461377911
8,23.053631167839519,72.532474255107687
6,23.053202226672546,72.507319567366608
13,23.053279346811095,72.508751366314115
5,23.053599635513269,72.527567640672657
6,23.053561905534178,72.528141093175165
5,23.053615321185202,72.530888185408145
13,23.053237610683954,72.510382471039321
15,23.053494650788373,72.523775349158029
4,23.053444583811046,72.521605897320867
4,23.053549077769475,72.530023167463455
15,23.053565149344060,72.530169365883381
3,23.053621958995464,72.534038987974853
7,23.053302632130901,72.513314284374246
5,23.053298250127789,72.513833521096117
5,23.053558777560738,72.529721219930906
4,23.053566281097460,72.530300413844955
12,23.053566602718213,72.532969857443746
14,23.053229467704320,72.508304224901437
8,23.053481486914592,72.517883157391964
4,23.053560844081865,72.530450509026267
5,23.053498809946600,72.525947300658686
3,23.053615338309918,72.534188157582591
14,23.053121205092278,72.507011717882747
17,23.053586565275616,72.532048896940751
13,23.053135164366793,72.507860694925142
5,23.053401944442019,72.520474501408330
4,23.053676212340971,72.531604791709753
12,23.053377594971945,72.519959845304498
14,23.053386844448791,72.520150469855963
3,23.053546712665817,72.530589094446555
4,23.053579156751638,72.532287399435958
14,23.053383733471353,72.520309617631469
3,23.053578692130458,72.531908142336718
4,23.053393213186169,72.522736668648633
7,23.053446865602247,72.522966666653446
6,23.053601541005172,72.534829434159121
10,23.053361381418600,72.519750663282011
6,23.053445585554716,72.525248457705871
14,23.053159449884465,72.509527137807126
5,23.053225924067956,72.507696805649616
5,23.053362580231205,72.521273424001734
7,23.053179486845448,72.507541570844481
13,23.053323720775666,72.510554098205134
13,23.053139940028629,72.511065595437799
16,23.053347292776799,72.520959715990841
5,23.053480287297941,72.527378960063970
5,23.053197993007881,72.513471053345683
3,23.053357633810119,72.522310449576437
5,23.053398365668965,72.523955634409987
3,23.053188433568977,72.510888437066640
4,23.053462677377350,72.527821670367942
29,23.053660505409042,72.533538296527922
13,23.053143824656040,72.510347692520611
17,23.053351443672479,72.522484955987949
6,23.053491628158504,72.528937711048087
14,23.053370623233103,72.523126338461836
6,23.053453525078549,72.529469966380475
6,23.053540854040193,72.531096337598299
3,23.053177092089530,72.512971376386460
6,23.053421381640725,72.525700267037919
4,23.053154095981554,72.512472536439873
13,23.053153663069580,72.511423496081633
15,23.053243090029110,72.516022046632045
5,23.053412508171988,72.527543289184067
8,23.053465004907569,72.532467875422299
5,23.053182153024792,72.513791613704015
27,23.053480369285278,72.533247708841699
5,23.053346819640165,72.523720902457015
13,23.053149667312255,72.512784684520227
8,23.053441061120662,72.532705893441999
4,23.053433003567736,72.532286506462910
4,23.053473078135152,72.534504594734798
5,23.053578467588373,72.531348542045507
11,23.053429740488948,72.532954146429489
4,23.053143618104144,72.510159810676470
3,23.053288863818395,72.521795868344356
6,23.053389266251013,72.528007204518545
5,23.053342857343448,72.525863198425498
14,23.053036459831567,72.507056574782354
4,23.053093558003916,72.513157689219113
4,23.053267388116303,72.522762705643260
4,23.053015152065633,72.507758748881827
3,23.053096518395641,72.509368922798302
9,23.053235357735769,72.519963135010045
4,23.053078509346062,72.512272289232726
4,23.053226334674982,72.522330410616547
5,23.053272865378819,72.523883241276849
6,23.053335242368401,72.527022083773360
4,23.053209256774231,72.509772570690757
19,23.053279173155985,72.519411668636579
6,23.053214970894381,72.521311004911325
4,23.053234712442599,72.522503441497790
5,23.052990437331619,72.507513393519204
13,23.053104588517179,72.508499621768223
7,23.053339226244276,72.528274005606036
3,23.053037686311203,72.508311001830947
4,23.053101936920530,72.514476032918466
31,23.053182699678526,72.517367051167270
4,23.053331867296368,72.532286423429511
5,23.053264047352130,72.528136094402811
5,23.053367469718872,72.531608969645092
16,23.053373894893799,72.531980558409600
12,23.053029157533292,72.511273647071008
4,23.053089401473272,72.514781070159486
13,23.052979111905831,72.510121449324913
13,23.053037922806503,72.512010766448654
15,23.053172932714418,72.520987727091551
5,23.053293763543714,72.529648807909126
6,23.053301240795239,72.529935250071887
5,23.053264859720663,72.525609158338412
6,23.053309985894131,72.529240342855005
7,23.053318206278522,72.530887912463029
4,23.053059622217379,72.515358007247372
7,23.053306497201984,72.530547175534608
5,23.053036347645964,72.513722537061724
6,23.053294057047065,72.527719541077744
5,23.053290769336382,72.528898707205173
7,23.053292221236337,72.530225007714890
6,23.053115187474653,72.514110720219563
4,23.053279238025858,72.526643027907866
6,23.053263093411100,72.527174323161191
6,23.053306263351960,72.531094181506546
14,23.053303976186093,72.532449759338945
13,23.052943766603310,72.509355466992531
7,23.053145002802410,72.520171728347009
14,23.053296396580720,72.532633424795193
7,23.053146396334657,72.520558334692154
5,23.053002750068615,72.516126337042010
7,23.053145350023435,72.520344821690230
14,23.053155365101262,72.523060379336400
5,23.053042214888610,72.515603603110222
5,23.053009417657197,72.514185668369279
6,23.053186492020210,72.523625832239134
7,23.052886129602971,72.507683953740411
13,23.052890627547306,72.510176790922543
5,23.053094633941225,72.521342567866057
3,23.053238300382326,72.531261367635381
6,23.052863290704234,72.507401018559790
5,23.052956287554469,72.512162223320473
11,23.052991127484518,72.516271547193412
6,23.053238669907167,72.529383827025413
5,23.052853754232153,72.507182269601429
5,23.053023989499440,72.515183383045098
4,23.053093577653108,72.522770190988197
3,23.053027405498753,72.515054975164333
7,23.053083251647784,72.519874215638566
14,23.052936882354118,72.512550244317183
4,23.052975977308346,72.514733689504709
5,23.053203593891901,72.527912995742938
7,23.053230472540925,72.532270160218474
5,23.052822948362120,72.507006441409700
6,23.053172162935347,72.526931349205697
5,23.053257229412235,72.531405247617045
4,23.053222925493230,72.531619564024368
12,23.052857303748304,72.508497045076084
29,23.053049498175028,72.516946731281493
4,23.053084396094075,72.522015338186506
5,23.053093034446260,72.522533619442669
6,23.053055326239011,72.514339881701346
3,23.053047155933463,72.521005564666496
4,23.053229661404949,72.531992159400929
5,23.053069158038642,72.522364176642853
5,23.053160798075069,72.527395495747982
26,23.053322358113881,72.533230810154791
3,23.052921644023439,72.509574382035893
13,23.052941314499947,72.510429215734320
5,23.052939723569963,72.515364325596423
5,23.053153957850405,72.528300927692428
5,23.052796961762827,72.506842029830750
15,23.052798846597334,72.509485641247011
6,23.052920430086942,72.513690686832334
4,23.053234134301366,72.534403105432560
13,23.052889586763815,72.510945337574114
5,23.053124399687764,72.528835864191294
4,23.053339817918040,72.534086360603141
5,23.052912695409621,72.514445314204195
6,23.053241402786590,72.524653535951117
17,23.053174623321858,72.532461157351321
5,23.052950901162728,72.512986678018351
10,23.052922478689613,72.516422820622324
7,23.053088373974713,72.527072008421428
17,23.053176115269736,72.532638873802554
5,23.052996732791016,72.521832363643782
11,23.052749582913723,72.508517112953271
6,23.053078821296889,72.527558680411786
