Latitude,Longitude,GHI,DNI,Shading_Coefficient,Building_Orientation,Daily_Energy_Demand_kWh
24.9816047538945,-81.47810123074274,192.81148195233936,176.70129730412341,0.7365147708820587,302,160.37848951490054
48.02857225639664,-114.95160210029707,912.29761601161,258.94275427396894,0.23728513862283523,11,120.80329686613669
39.2797576724562,-110.30227715432318,554.7271352030714,182.75786320756012,0.6186595241501318,317,122.18004739853244
33.946339367881464,-66.08674868837525,843.8117194969675,116.52690031779171,0.6460435417445703,79,200.30399543535705
16.24074561769746,-83.6142564204246,388.0446409275506,140.47690332545062,0.4817176041721475,215,157.41051408545786
16.239780813448107,-119.44817690300222,905.9709056465804,395.58407602454434,0.7627998120622506,338,468.5406577293824
12.32334448672798,-113.91170742803807,450.2815108607468,204.7502888043444,0.9409303132921134,263,97.6253422228628
44.647045830997406,-80.18989385351665,109.75388633226852,323.20239578605657,0.9330116616160987,148,364.5458321178144
34.04460046972835,-119.69630496922687,914.8437787773373,427.56295314114266,0.5057554342637189,80,135.14969290325266
38.32290311184182,-110.35151691495008,182.1580091075202,567.796121472024,0.20191424125667973,214,446.7367097466576
10.823379771832098,-87.07597263800483,387.38227383137337,79.4841048808242,0.9863570790661012,197,482.59187968320833
48.79639408647977,-78.4862881384384,955.0557703457245,649.557799181782,0.8550082778013407,199,259.4615039464926
43.29770563201687,-80.88232442984398,955.5464322438005,520.9252921181808,0.21219641308294018,24,445.58216610265924
18.493564427131048,-106.5438414323664,616.0940993109575,111.31927396165393,0.928757694355635,88,52.31532683962165
17.272998688284027,-77.26924671914784,668.6534909528193,705.1839680800829,0.8829067258559155,267,418.97611283364506
17.33618039413735,-105.765054750192,503.6009697804878,740.6543003988598,0.5669542514134649,142,152.88132268621558
22.16968971838151,-100.47601811044393,363.8896945282581,95.80846989114781,0.6321478921704363,58,458.9155891712155
30.990257265289515,-75.21051569291855,395.79809083292434,257.65823611040275,0.4591024334831173,25,50.50405016604927
27.27780074568463,-81.02202605716712,705.2666104693345,654.650959844796,0.14928547493982822,46,300.2817807678906
21.649165607921677,-69.04659537034932,777.137076493912,611.1947677877438,0.40167751748131086,287,390.4861117032206
34.474115788895176,-80.5432264619794,812.4211393532637,188.390764517283,0.8225681037382103,265,166.4097488140586
15.579754426081674,-85.9014837998717,810.6563285150985,207.01199250253273,0.10416882070414257,15,136.90978906428188
21.685785941408724,-114.37951393031445,182.08549274382133,327.8540770935365,0.40014925452202976,198,87.8442010105931
24.654473731747668,-97.93705181643399,544.9782742323233,413.392238893266,0.45835182423184895,281,196.89510942648184
28.24279936868144,-104.08785793909647,151.80288401497984,513.691078647722,0.5836560426441306,85,301.92994053897326
41.407038455720546,-105.36062139725499,594.575994091362,326.6852296773293,0.9278700547714844,249,102.12973555111594
17.98695128633439,-61.619366714853264,497.3774512360393,396.9010370998609,0.41171139492936515,269,219.51291289405944
30.569377536544465,-96.41413651999437,898.9337644824698,610.6032036003174,0.41225788170660493,334,54.08258209372623
33.696582754481696,-66.4772066893732,415.82351129687083,77.51240216794842,0.7637511232987735,116,418.4057392249288
11.85801650879991,-82.13168244016423,205.3603147848453,239.32770825801558,0.5069961468008265,6,107.80192314193611
34.30179407605753,-72.3113217875011,228.69251384755228,585.0121894134144,0.3021443406459838,136,177.5043267195117
16.82096494749166,-89.84177441368847,785.359568545725,721.4051282653995,0.507195564519424,175,58.29247343219786
12.60206371941118,-85.38576692241845,656.396256984635,433.7580815867496,0.22677131834181988,327,244.50835275163053
47.95542149013333,-90.44893837086816,191.01040851051124,449.08511394898676,0.258748287855601,314,428.05467623354843
48.625281322982374,-108.28542073211733,175.69612550349768,130.37900850483203,0.5485309954655317,214,226.46804515033847
42.33589392465844,-76.65287308430968,730.872218313208,385.55927511759097,0.4770329045540931,81,130.77379554072502
